0.952000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.883000	0.608000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.828000	0.544000	0.689000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.778000	0.518000	0.638000	0.546000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.725000	0.479000	0.617000	0.475000	0.687000	0.000000	0.000000	0.000000	0.000000	0.000000
0.682000	0.448000	0.590000	0.440000	0.635000	0.556000	0.000000	0.000000	0.000000	0.000000
0.671000	0.416000	0.556000	0.436000	0.602000	0.498000	0.625000	0.000000	0.000000	0.000000
0.649000	0.407000	0.554000	0.404000	0.571000	0.459000	0.598000	0.554000	0.000000	0.000000
0.617000	0.407000	0.527000	0.383000	0.571000	0.443000	0.557000	0.506000	0.575000	0.000000
0.574000	0.371000	0.506000	0.375000	0.561000	0.412000	0.540000	0.498000	0.546000	0.571000
