0.952000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.949000	0.713000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.949000	0.728000	0.859000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.952000	0.733000	0.868000	0.787000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.954000	0.738000	0.871000	0.792000	0.900000	0.000000	0.000000	0.000000	0.000000	0.000000
0.951000	0.731000	0.867000	0.774000	0.900000	0.797000	0.000000	0.000000	0.000000	0.000000
0.950000	0.726000	0.877000	0.788000	0.897000	0.798000	0.856000	0.000000	0.000000	0.000000
0.945000	0.735000	0.878000	0.787000	0.905000	0.800000	0.864000	0.835000	0.000000	0.000000
0.942000	0.737000	0.878000	0.779000	0.902000	0.806000	0.860000	0.828000	0.868000	0.000000
0.946000	0.740000	0.877000	0.794000	0.894000	0.800000	0.855000	0.824000	0.863000	0.821000
