0.397000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.298000	0.345000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.283000	0.261000	0.408000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.264000	0.264000	0.319000	0.354000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.252000	0.264000	0.288000	0.277000	0.431000	0.000000	0.000000	0.000000	0.000000	0.000000
0.216000	0.226000	0.268000	0.235000	0.335000	0.395000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
